-1.000000,1.000000,1.275558
-1.000000,1.033333,1.233120
-1.000000,1.066667,1.211814
-1.000000,1.100000,1.167299
-1.000000,1.133333,1.110954
-1.000000,1.166667,1.071691
-1.000000,1.200000,1.046190
-1.000000,1.233333,0.999440
-1.000000,1.266667,0.949621
-1.000000,1.300000,0.830191
-1.000000,1.333333,0.784676
-1.000000,1.366667,0.758360
-1.000000,1.400000,0.664340
-1.000000,1.433333,0.657010
-1.000000,1.466667,0.558196
-1.000000,1.500000,0.504522
-1.000000,1.533333,0.453576
-1.000000,1.566667,0.388315
-1.000000,1.600000,0.271257
-1.000000,1.633333,0.290309
-1.000000,1.666667,0.173926
-1.000000,1.700000,0.110606
-1.000000,1.733333,0.102745
-1.000000,1.766667,0.041184
-1.000000,1.800000,-0.051250
-1.000000,1.833333,-0.073413
-1.000000,1.866667,-0.142168
-1.000000,1.900000,-0.186511
-1.000000,1.933333,-0.205569
-1.000000,1.966667,-0.246988
-1.000000,2.000000,-0.292849
