2.000000,1.000000,-0.355309
2.000000,1.033333,-0.344965
2.000000,1.066667,-0.332702
2.000000,1.100000,-0.318694
2.000000,1.133333,-0.303126
2.000000,1.166667,-0.286187
2.000000,1.200000,-0.268075
2.000000,1.233333,-0.248993
2.000000,1.266667,-0.229147
2.000000,1.300000,-0.208747
2.000000,1.333333,-0.188002
2.000000,1.366667,-0.167122
2.000000,1.400000,-0.146317
2.000000,1.433333,-0.125791
2.000000,1.466667,-0.105748
2.000000,1.500000,-0.086384
2.000000,1.533333,-0.067889
2.000000,1.566667,-0.050446
2.000000,1.600000,-0.034229
2.000000,1.633333,-0.019401
2.000000,1.666667,-0.006117
2.000000,1.700000,0.005483
2.000000,1.733333,0.015270
2.000000,1.766667,0.023128
2.000000,1.800000,0.028958
2.000000,1.833333,0.032674
2.000000,1.866667,0.034204
2.000000,1.900000,0.033494
2.000000,1.933333,0.030508
2.000000,1.966667,0.025222
2.000000,2.000000,0.017634
