-1.000000,0.000000,-0.184700
-1.000000,0.033333,-0.073725
-1.000000,0.066667,0.024028
-1.000000,0.100000,0.149617
-1.000000,0.133333,0.192301
-1.000000,0.166667,0.303398
-1.000000,0.200000,0.372975
-1.000000,0.233333,0.459699
-1.000000,0.266667,0.556011
-1.000000,0.300000,0.682608
-1.000000,0.333333,0.703055
-1.000000,0.366667,0.825582
-1.000000,0.400000,0.893935
-1.000000,0.433333,0.973264
-1.000000,0.466667,1.009276
-1.000000,0.500000,1.081256
-1.000000,0.533333,1.090629
-1.000000,0.566667,1.156462
-1.000000,0.600000,1.195904
-1.000000,0.633333,1.254112
-1.000000,0.666667,1.297555
-1.000000,0.700000,1.251874
-1.000000,0.733333,1.285743
-1.000000,0.766667,1.291610
-1.000000,0.800000,1.320823
-1.000000,0.833333,1.328263
-1.000000,0.866667,1.327531
-1.000000,0.900000,1.300280
-1.000000,0.933333,1.306711
-1.000000,0.966667,1.296465
-1.000000,1.000000,1.275558
