-2.000000,2.000000,0.483587
-1.966667,2.000000,0.452377
-1.933333,2.000000,0.421242
-1.900000,2.000000,0.390218
-1.866667,2.000000,0.359341
-1.833333,2.000000,0.328646
-1.800000,2.000000,0.298167
-1.766667,2.000000,0.267938
-1.733333,2.000000,0.237991
-1.700000,2.000000,0.208360
-1.666667,2.000000,0.179075
-1.633333,2.000000,0.150168
-1.600000,2.000000,0.121669
-1.566667,2.000000,0.093607
-1.533333,2.000000,0.066011
-1.500000,2.000000,0.038907
-1.466667,2.000000,0.012323
-1.433333,2.000000,-0.013716
-1.400000,2.000000,-0.039185
-1.366667,2.000000,-0.064061
-1.333333,2.000000,-0.088321
-1.300000,2.000000,-0.111944
-1.266667,2.000000,-0.134908
-1.233333,2.000000,-0.157195
-1.200000,2.000000,-0.178787
-1.166667,2.000000,-0.199666
-1.133333,2.000000,-0.219816
-1.100000,2.000000,-0.239222
-1.066667,2.000000,-0.257871
-1.033333,2.000000,-0.275750
-1.000000,2.000000,-0.292849
