0.000000,0.000000,1.004980
0.000000,0.033333,1.055989
0.000000,0.066667,1.102242
0.000000,0.100000,1.140757
0.000000,0.133333,1.172258
0.000000,0.166667,1.201575
0.000000,0.200000,1.222522
0.000000,0.233333,1.240994
0.000000,0.266667,1.251861
0.000000,0.300000,1.259679
0.000000,0.333333,1.263791
0.000000,0.366667,1.260665
0.000000,0.400000,1.250988
0.000000,0.433333,1.239031
0.000000,0.466667,1.221702
0.000000,0.500000,1.200068
0.000000,0.533333,1.175374
0.000000,0.566667,1.142526
0.000000,0.600000,1.109203
0.000000,0.633333,1.071842
0.000000,0.666667,1.030481
0.000000,0.700000,0.988068
0.000000,0.733333,0.940264
0.000000,0.766667,0.890774
0.000000,0.800000,0.839078
0.000000,0.833333,0.785537
0.000000,0.866667,0.730701
0.000000,0.900000,0.674357
0.000000,0.933333,0.619032
0.000000,0.966667,0.558891
0.000000,1.000000,0.498600
