0.000000,-1.000000,-1.500413
0.033333,-1.000000,-1.469072
0.066667,-1.000000,-1.436586
0.100000,-1.000000,-1.402993
0.133333,-1.000000,-1.368333
0.166667,-1.000000,-1.332645
0.200000,-1.000000,-1.295971
0.233333,-1.000000,-1.258351
0.266667,-1.000000,-1.219828
0.300000,-1.000000,-1.180446
0.333333,-1.000000,-1.140247
0.366667,-1.000000,-1.099278
0.400000,-1.000000,-1.057581
0.433333,-1.000000,-1.015204
0.466667,-1.000000,-0.972192
0.500000,-1.000000,-0.928592
0.533333,-1.000000,-0.884450
0.566667,-1.000000,-0.839814
0.600000,-1.000000,-0.794730
0.633333,-1.000000,-0.749247
0.666667,-1.000000,-0.703413
0.700000,-1.000000,-0.657274
0.733333,-1.000000,-0.610880
0.766667,-1.000000,-0.564278
0.800000,-1.000000,-0.517516
0.833333,-1.000000,-0.470641
0.866667,-1.000000,-0.423702
0.900000,-1.000000,-0.376745
0.933333,-1.000000,-0.329819
0.966667,-1.000000,-0.282968
1.000000,-1.000000,-0.236241
