1.000000,-1.000000,-0.236241
1.000000,-0.966667,-0.140641
1.000000,-0.933333,-0.045911
1.000000,-0.900000,0.047573
1.000000,-0.866667,0.139445
1.000000,-0.833333,0.229347
1.000000,-0.800000,0.316939
1.000000,-0.766667,0.401891
1.000000,-0.733333,0.483892
1.000000,-0.700000,0.562646
1.000000,-0.666667,0.637876
1.000000,-0.633333,0.709324
1.000000,-0.600000,0.776752
1.000000,-0.566667,0.839944
1.000000,-0.533333,0.898705
1.000000,-0.500000,0.952863
1.000000,-0.466667,1.002268
1.000000,-0.433333,1.046794
1.000000,-0.400000,1.086341
1.000000,-0.366667,1.120828
1.000000,-0.333333,1.150203
1.000000,-0.300000,1.174435
1.000000,-0.266667,1.193519
1.000000,-0.233333,1.207471
1.000000,-0.200000,1.216332
1.000000,-0.166667,1.220166
1.000000,-0.133333,1.219058
1.000000,-0.100000,1.213114
1.000000,-0.066667,1.202463
1.000000,-0.033333,1.187252
1.000000,-0.000000,1.167647
