0.000000,2.000000,-0.435395
0.033333,2.000000,-0.429101
0.066667,2.000000,-0.422267
0.100000,2.000000,-0.414917
0.133333,2.000000,-0.407075
0.166667,2.000000,-0.398764
0.200000,2.000000,-0.390010
0.233333,2.000000,-0.380838
0.266667,2.000000,-0.371274
0.300000,2.000000,-0.361345
0.333333,2.000000,-0.351077
0.366667,2.000000,-0.340497
0.400000,2.000000,-0.329632
0.433333,2.000000,-0.318511
0.466667,2.000000,-0.307162
0.500000,2.000000,-0.295611
0.533333,2.000000,-0.283888
0.566667,2.000000,-0.272021
0.600000,2.000000,-0.260038
0.633333,2.000000,-0.247968
0.666667,2.000000,-0.235839
0.700000,2.000000,-0.223680
0.733333,2.000000,-0.211517
0.766667,2.000000,-0.199381
0.800000,2.000000,-0.187298
0.833333,2.000000,-0.175296
0.866667,2.000000,-0.163403
0.900000,2.000000,-0.151645
0.933333,2.000000,-0.140049
0.966667,2.000000,-0.128641
1.000000,2.000000,-0.117448
