0	60	0.826902	-0.9375	-0.354167	-0.9375	0.291667	[0 1]	
0	61	0.829439	-0.9375	-0.354167	-0.872685	0.291667	[0 1]	
0	62	0.837001	-0.9375	-0.354167	-0.80787	0.291667	[0 1]	
0	63	0.849456	-0.9375	-0.354167	-0.743056	0.291667	[0 1]	
0	64	0.866593	-0.9375	-0.354167	-0.678241	0.291667	[0 1]	
0	65	0.888139	-0.9375	-0.354167	-0.613426	0.291667	[0 1]	
0	66	0.913784	-0.9375	-0.354167	-0.548611	0.291667	[0 1]	
0	67	0.943194	-0.9375	-0.354167	-0.483796	0.291667	[0 1]	
0	68	0.976027	-0.9375	-0.354167	-0.418982	0.291667	[0 1]	
0	69	1.01195	-0.9375	-0.354167	-0.354167	0.291667	[0 1]	
0	10	0.992299	-0.9375	-0.354167	-0.322917	-0.9375	[0 1]	
0	11	0.955636	-0.9375	-0.354167	-0.322917	-0.872685	[0 1]	
0	12	0.922077	-0.9375	-0.354167	-0.322917	-0.80787	[0 1]	
0	13	0.891972	-0.9375	-0.354167	-0.322917	-0.743056	[0 1]	
0	14	0.865681	-0.9375	-0.354167	-0.322917	-0.678241	[0 1]	
0	15	0.843561	-0.9375	-0.354167	-0.322917	-0.613426	[0 1]	
0	16	0.825947	-0.9375	-0.354167	-0.322917	-0.548611	[0 1]	
0	17	0.813132	-0.9375	-0.354167	-0.322917	-0.483796	[0 1]	
0	18	0.805345	-0.9375	-0.354167	-0.322917	-0.418982	[0 1]	
0	19	0.802732	-0.9375	-0.354167	-0.322917	-0.354167	[0 1]	
0	30	0.805162	-0.9375	-0.354167	-0.322917	-0.291667	[0 1]	
0	31	0.812766	-0.9375	-0.354167	-0.322917	-0.226852	[0 1]	
0	32	0.825405	-0.9375	-0.354167	-0.322917	-0.162037	[0 1]	
0	33	0.842852	-0.9375	-0.354167	-0.322917	-0.0972223	[0 1]	
0	34	0.864817	-0.9375	-0.354167	-0.322917	-0.0324074	[0 1]	
0	35	0.890965	-0.9375	-0.354167	-0.322917	0.0324074	[0 1]	
0	36	0.92094	-0.9375	-0.354167	-0.322917	0.0972222	[0 1]	
0	37	0.954382	-0.9375	-0.354167	-0.322917	0.162037	[0 1]	
0	38	0.99094	-0.9375	-0.354167	-0.322917	0.226852	[0 1]	
0	39	1.03028	-0.9375	-0.354167	-0.322917	0.291667	[0 1]	
1	60	0.829439	-0.872685	-0.354167	-0.9375	0.291667	[0 1]	
1	61	0.826902	-0.872685	-0.354167	-0.872685	0.291667	[0 1]	
1	62	0.829439	-0.872685	-0.354167	-0.80787	0.291667	[0 1]	
1	63	0.837001	-0.872685	-0.354167	-0.743056	0.291667	[0 1]	
1	64	0.849456	-0.872685	-0.354167	-0.678241	0.291667	[0 1]	
1	65	0.866593	-0.872685	-0.354167	-0.613426	0.291667	[0 1]	
1	66	0.888139	-0.872685	-0.354167	-0.548611	0.291667	[0 1]	
1	67	0.913784	-0.872685	-0.354167	-0.483796	0.291667	[0 1]	
1	68	0.943194	-0.872685	-0.354167	-0.418982	0.291667	[0 1]	
1	69	0.976027	-0.872685	-0.354167	-0.354167	0.291667	[0 1]	
1	10	0.953514	-0.872685	-0.354167	-0.322917	-0.9375	[0 1]	
1	11	0.9153	-0.872685	-0.354167	-0.322917	-0.872685	[0 1]	
1	12	0.880204	-0.872685	-0.354167	-0.322917	-0.80787	[0 1]	
1	13	0.848615	-0.872685	-0.354167	-0.322917	-0.743056	[0 1]	
1	14	0.820936	-0.872685	-0.354167	-0.322917	-0.678241	[0 1]	
1	15	0.797576	-0.872685	-0.354167	-0.322917	-0.613426	[0 1]	
1	16	0.778923	-0.872685	-0.354167	-0.322917	-0.548611	[0 1]	
1	17	0.765321	-0.872685	-0.354167	-0.322917	-0.483796	[0 1]	
1	18	0.757042	-0.872685	-0.354167	-0.322917	-0.418982	[0 1]	
1	19	0.754263	-0.872685	-0.354167	-0.322917	-0.354167	[0 1]	
1	30	0.756848	-0.872685	-0.354167	-0.322917	-0.291667	[0 1]	
1	31	0.764932	-0.872685	-0.354167	-0.322917	-0.226852	[0 1]	
1	32	0.778348	-0.872685	-0.354167	-0.322917	-0.162037	[0 1]	
1	33	0.796827	-0.872685	-0.354167	-0.322917	-0.0972223	[0 1]	
1	34	0.820025	-0.872685	-0.354167	-0.322917	-0.0324074	[0 1]	
1	35	0.847556	-0.872685	-0.354167	-0.322917	0.0324074	[0 1]	
1	36	0.879013	-0.872685	-0.354167	-0.322917	0.0972222	[0 1]	
1	37	0.91399	-0.872685	-0.354167	-0.322917	0.162037	[0 1]	
1	38	0.9521	-0.872685	-0.354167	-0.322917	0.226852	[0 1]	
1	39	0.992982	-0.872685	-0.354167	-0.322917	0.291667	[0 1]	
2	60	0.837001	-0.80787	-0.354167	-0.9375	0.291667	[0 1]	
2	61	0.829439	-0.80787	-0.354167	-0.872685	0.291667	[0 1]	
2	62	0.826902	-0.80787	-0.354167	-0.80787	0.291667	[0 1]	
2	63	0.829439	-0.80787	-0.354167	-0.743056	0.291667	[0 1]	
2	64	0.837001	-0.80787	-0.354167	-0.678241	0.291667	[0 1]	
2	65	0.849456	-0.80787	-0.354167	-0.613426	0.291667	[0 1]	
2	66	0.866593	-0.80787	-0.354167	-0.548611	0.291667	[0 1]	
2	67	0.888139	-0.80787	-0.354167	-0.483796	0.291667	[0 1]	
2	68	0.913784	-0.80787	-0.354167	-0.418982	0.291667	[0 1]	
2	69	0.943194	-0.80787	-0.354167	-0.354167	0.291667	[0 1]	
2	10	0.917673	-0.80787	-0.354167	-0.322917	-0.9375	[0 1]	
2	11	0.8779	-0.80787	-0.354167	-0.322917	-0.872685	[0 1]	
2	12	0.841245	-0.80787	-0.354167	-0.322917	-0.80787	[0 1]	
2	13	0.808134	-0.80787	-0.354167	-0.322917	-0.743056	[0 1]	
2	14	0.779019	-0.80787	-0.354167	-0.322917	-0.678241	[0 1]	
2	15	0.754362	-0.80787	-0.354167	-0.322917	-0.613426	[0 1]	
2	16	0.734612	-0.80787	-0.354167	-0.322917	-0.548611	[0 1]	
2	17	0.720174	-0.80787	-0.354167	-0.322917	-0.483796	[0 1]	
2	18	0.71137	-0.80787	-0.354167	-0.322917	-0.418982	[0 1]	
2	19	0.708411	-0.80787	-0.354167	-0.322917	-0.354167	[0 1]	
2	30	0.711163	-0.80787	-0.354167	-0.322917	-0.291667	[0 1]	
2	31	0.719761	-0.80787	-0.354167	-0.322917	-0.226852	[0 1]	
2	32	0.734003	-0.80787	-0.354167	-0.322917	-0.162037	[0 1]	
2	33	0.75357	-0.80787	-0.354167	-0.322917	-0.0972223	[0 1]	
2	34	0.778059	-0.80787	-0.354167	-0.322917	-0.0324074	[0 1]	
2	35	0.807023	-0.80787	-0.354167	-0.322917	0.0324074	[0 1]	
2	36	0.839999	-0.80787	-0.354167	-0.322917	0.0972222	[0 1]	
2	37	0.876535	-0.80787	-0.354167	-0.322917	0.162037	[0 1]	
2	38	0.916204	-0.80787	-0.354167	-0.322917	0.226852	[0 1]	
2	39	0.958617	-0.80787	-0.354167	-0.322917	0.291667	[0 1]	
3	60	0.849456	-0.743056	-0.354167	-0.9375	0.291667	[0 1]	
3	61	0.837001	-0.743056	-0.354167	-0.872685	0.291667	[0 1]	
3	62	0.829439	-0.743056	-0.354167	-0.80787	0.291667	[0 1]	
3	63	0.826902	-0.743056	-0.354167	-0.743056	0.291667	[0 1]	
3	64	0.829439	-0.743056	-0.354167	-0.678241	0.291667	[0 1]	
3	65	0.837001	-0.743056	-0.354167	-0.613426	0.291667	[0 1]	
3	66	0.849456	-0.743056	-0.354167	-0.548611	0.291667	[0 1]	
3	67	0.866593	-0.743056	-0.354167	-0.483796	0.291667	[0 1]	
3	68	0.888139	-0.743056	-0.354167	-0.418982	0.291667	[0 1]	
3	69	0.913784	-0.743056	-0.354167	-0.354167	0.291667	[0 1]	
3	10	0.885133	-0.743056	-0.354167	-0.322917	-0.9375	[0 1]	
3	11	0.843827	-0.743056	-0.354167	-0.322917	-0.872685	[0 1]	
3	12	0.805624	-0.743056	-0.354167	-0.322917	-0.80787	[0 1]	
3	13	0.770985	-0.743056	-0.354167	-0.322917	-0.743056	[0 1]	
3	14	0.74041	-0.743056	-0.354167	-0.322917	-0.678241	[0 1]	
3	15	0.714422	-0.743056	-0.354167	-0.322917	-0.613426	[0 1]	
3	16	0.693536	-0.743056	-0.354167	-0.322917	-0.548611	[0 1]	
3	17	0.678224	-0.743056	-0.354167	-0.322917	-0.483796	[0 1]	
3	18	0.668868	-0.743056	-0.354167	-0.322917	-0.418982	[0 1]	
3	19	0.66572	-0.743056	-0.354167	-0.322917	-0.354167	[0 1]	
3	30	0.668648	-0.743056	-0.354167	-0.322917	-0.291667	[0 1]	
3	31	0.677785	-0.743056	-0.354167	-0.322917	-0.226852	[0 1]	
3	32	0.69289	-0.743056	-0.354167	-0.322917	-0.162037	[0 1]	
3	33	0.713585	-0.743056	-0.354167	-0.322917	-0.0972223	[0 1]	
3	34	0.7394	-0.743056	-0.354167	-0.322917	-0.0324074	[0 1]	
3	35	0.76982	-0.743056	-0.354167	-0.322917	0.0324074	[0 1]	
3	36	0.804323	-0.743056	-0.354167	-0.322917	0.0972222	[0 1]	
3	37	0.842407	-0.743056	-0.354167	-0.322917	0.162037	[0 1]	
3	38	0.88361	-0.743056	-0.354167	-0.322917	0.226852	[0 1]	
3	39	0.927515	-0.743056	-0.354167	-0.322917	0.291667	[0 1]	
4	60	0.866593	-0.678241	-0.354167	-0.9375	0.291667	[0 1]	
4	61	0.849456	-0.678241	-0.354167	-0.872685	0.291667	[0 1]	
4	62	0.837001	-0.678241	-0.354167	-0.80787	0.291667	[0 1]	
4	63	0.829439	-0.678241	-0.354167	-0.743056	0.291667	[0 1]	
4	64	0.826902	-0.678241	-0.354167	-0.678241	0.291667	[0 1]	
4	65	0.829439	-0.678241	-0.354167	-0.613426	0.291667	[0 1]	
4	66	0.837001	-0.678241	-0.354167	-0.548611	0.291667	[0 1]	
4	67	0.849456	-0.678241	-0.354167	-0.483796	0.291667	[0 1]	
4	68	0.866593	-0.678241	-0.354167	-0.418982	0.291667	[0 1]	
4	69	0.888139	-0.678241	-0.354167	-0.354167	0.291667	[0 1]	
4	10	0.856271	-0.678241	-0.354167	-0.322917	-0.9375	[0 1]	
4	11	0.813501	-0.678241	-0.354167	-0.322917	-0.872685	[0 1]	
4	12	0.773802	-0.678241	-0.354167	-0.322917	-0.80787	[0 1]	
4	13	0.73767	-0.678241	-0.354167	-0.322917	-0.743056	[0 1]	
4	14	0.705653	-0.678241	-0.354167	-0.322917	-0.678241	[0 1]	
4	15	0.678334	-0.678241	-0.354167	-0.322917	-0.613426	[0 1]	
4	16	0.656301	-0.678241	-0.354167	-0.322917	-0.548611	[0 1]	
4	17	0.640098	-0.678241	-0.354167	-0.322917	-0.483796	[0 1]	
4	18	0.630177	-0.678241	-0.354167	-0.322917	-0.418982	[0 1]	
4	19	0.626835	-0.678241	-0.354167	-0.322917	-0.354167	[0 1]	
4	30	0.629943	-0.678241	-0.354167	-0.322917	-0.291667	[0 1]	
4	31	0.639633	-0.678241	-0.354167	-0.322917	-0.226852	[0 1]	
4	32	0.655619	-0.678241	-0.354167	-0.322917	-0.162037	[0 1]	
4	33	0.677453	-0.678241	-0.354167	-0.322917	-0.0972223	[0 1]	
4	34	0.704593	-0.678241	-0.354167	-0.322917	-0.0324074	[0 1]	
4	35	0.736452	-0.678241	-0.354167	-0.322917	0.0324074	[0 1]	
4	36	0.772447	-0.678241	-0.354167	-0.322917	0.0972222	[0 1]	
4	37	0.812027	-0.678241	-0.354167	-0.322917	0.162037	[0 1]	
4	38	0.854695	-0.678241	-0.354167	-0.322917	0.226852	[0 1]	
4	39	0.900012	-0.678241	-0.354167	-0.322917	0.291667	[0 1]	
5	60	0.888139	-0.613426	-0.354167	-0.9375	0.291667	[0 1]	
5	61	0.866593	-0.613426	-0.354167	-0.872685	0.291667	[0 1]	
5	62	0.849456	-0.613426	-0.354167	-0.80787	0.291667	[0 1]	
5	63	0.837001	-0.613426	-0.354167	-0.743056	0.291667	[0 1]	
5	64	0.829439	-0.613426	-0.354167	-0.678241	0.291667	[0 1]	
5	65	0.826902	-0.613426	-0.354167	-0.613426	0.291667	[0 1]	
5	66	0.829439	-0.613426	-0.354167	-0.548611	0.291667	[0 1]	
5	67	0.837001	-0.613426	-0.354167	-0.483796	0.291667	[0 1]	
5	68	0.849456	-0.613426	-0.354167	-0.418982	0.291667	[0 1]	
5	69	0.866593	-0.613426	-0.354167	-0.354167	0.291667	[0 1]	
5	10	0.831469	-0.613426	-0.354167	-0.322917	-0.9375	[0 1]	
5	11	0.787352	-0.613426	-0.354167	-0.322917	-0.872685	[0 1]	
5	12	0.746264	-0.613426	-0.354167	-0.322917	-0.80787	[0 1]	
5	13	0.708729	-0.613426	-0.354167	-0.322917	-0.743056	[0 1]	
5	14	0.675342	-0.613426	-0.354167	-0.322917	-0.678241	[0 1]	
5	15	0.646744	-0.613426	-0.354167	-0.322917	-0.613426	[0 1]	
5	16	0.623595	-0.613426	-0.354167	-0.322917	-0.548611	[0 1]	
5	17	0.60652	-0.613426	-0.354167	-0.322917	-0.483796	[0 1]	
5	18	0.59604	-0.613426	-0.354167	-0.322917	-0.418982	[0 1]	
5	19	0.592505	-0.613426	-0.354167	-0.322917	-0.354167	[0 1]	
5	30	0.595792	-0.613426	-0.354167	-0.322917	-0.291667	[0 1]	
5	31	0.606029	-0.613426	-0.354167	-0.322917	-0.226852	[0 1]	
5	32	0.622877	-0.613426	-0.354167	-0.322917	-0.162037	[0 1]	
