index,APL,WCtime,RNGCalls,Estimated_Variance,PCoeff_old,PCoeff_new,Var_Plain,Var_VR,bias_num,bias_trap
413,1.263700e+02,1.215318e+00,5.054800e+04,9.215141e-03,-9.369733e-01,-9.338746e-01,6.884165e-03,1.308284e-03,3.497670e-04,3.497670e-04
414,9.762500e+01,9.156303e-01,3.905000e+04,7.185515e-03,-9.212469e-01,-9.119679e-01,5.066377e-03,1.327918e-03,3.701302e-04,3.701302e-04
415,5.910500e+01,7.464599e-01,2.364200e+04,5.306717e-03,-9.364034e-01,-9.204623e-01,4.529555e-03,9.972663e-04,3.447063e-04,3.447063e-04
416,5.656500e+01,6.970985e-01,2.262600e+04,2.102264e-02,-9.783657e-01,-9.782938e-01,1.716238e-02,8.391442e-04,3.393159e-04,3.393159e-04
417,1.028250e+02,1.089651e+00,4.113000e+04,4.008801e-02,-9.841631e-01,-9.836923e-01,3.586412e-02,1.646004e-03,3.414169e-04,3.414169e-04
418,1.314950e+02,1.314806e+00,5.259800e+04,5.532332e-02,-9.845289e-01,-9.838538e-01,4.099029e-02,1.854683e-03,3.577830e-04,3.577830e-04
419,1.367050e+02,1.175714e+00,5.468200e+04,6.456329e-02,-9.850971e-01,-9.838056e-01,5.003540e-02,2.778140e-03,3.700575e-04,3.700575e-04
420,1.340450e+02,1.249854e+00,5.361800e+04,6.391868e-02,-9.908781e-01,-9.897488e-01,5.251598e-02,2.065473e-03,3.319140e-04,3.319140e-04
421,1.351250e+02,1.109129e+00,5.405000e+04,6.892937e-02,-9.831522e-01,-9.824114e-01,4.982640e-02,2.468347e-03,3.458454e-04,3.458454e-04
422,1.000450e+02,9.071443e-01,4.001800e+04,5.366706e-02,-9.780915e-01,-9.770040e-01,3.983591e-02,2.710477e-03,3.398170e-04,3.398170e-04
423,6.730000e+01,5.751949e-01,2.692000e+04,3.780201e-02,-9.713133e-01,-9.714265e-01,2.830834e-02,2.163037e-03,3.767811e-04,3.767811e-04
424,0.000000e+00,1.268806e-02,0.000000e+00,0.000000e+00,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,3.169678e-04,3.169678e-04
425,0.000000e+00,1.243779e-02,0.000000e+00,0.000000e+00,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,3.169678e-04,3.169678e-04
426,6.137500e+01,5.705957e-01,2.455000e+04,3.037822e-03,-9.289375e-01,-8.635415e-01,2.129941e-03,3.116094e-04,-3.856640e-04,-3.856640e-04
427,1.118650e+02,9.437416e-01,4.474600e+04,6.496863e-03,-9.642840e-01,-9.260744e-01,6.218355e-03,4.645357e-04,-2.383990e-04,-2.383990e-04
428,1.243500e+02,1.161652e+00,4.974000e+04,7.841177e-03,-9.699262e-01,-9.330608e-01,7.277057e-03,5.616219e-04,-2.105144e-04,-2.105144e-04
429,1.414350e+02,1.189783e+00,5.657400e+04,1.017151e-02,-9.756856e-01,-9.397496e-01,1.006459e-02,5.841048e-04,-1.760718e-04,-1.760718e-04
430,1.376950e+02,1.326896e+00,5.507800e+04,1.075157e-02,-9.737573e-01,-9.418771e-01,8.752614e-03,6.116826e-04,-1.335268e-04,-1.335268e-04
