index,x,y,sten
163,4.000,1.000,south
241,4.100,1.000,south
242,4.200,1.000,south
243,4.300,1.000,south
244,4.400,1.000,south
245,4.500,1.000,south
246,4.600,1.000,south
247,4.700,1.000,south
248,4.800,1.000,south
249,4.900,1.000,south
250,5.000,1.000,south
183,4.000,3.000,north
335,4.100,3.000,north
336,4.200,3.000,north
337,4.300,3.000,north
338,4.400,3.000,north
339,4.500,3.000,north
340,4.600,3.000,north
341,4.700,3.000,north
342,4.800,3.000,north
343,4.900,3.000,north
344,5.000,3.000,north
163,4.000,1.000,west
164,4.000,1.100,west
165,4.000,1.200,west
166,4.000,1.300,west
167,4.000,1.400,west
168,4.000,1.500,west
169,4.000,1.600,west
170,4.000,1.700,west
171,4.000,1.800,west
172,4.000,1.900,west
173,4.000,2.000,west
174,4.000,2.100,west
175,4.000,2.200,west
176,4.000,2.300,west
177,4.000,2.400,west
178,4.000,2.500,west
179,4.000,2.600,west
180,4.000,2.700,west
181,4.000,2.800,west
182,4.000,2.900,west
183,4.000,3.000,west
