index,x,y,sten
274,5.000,3.000,south
463,5.100,3.000,south
464,5.200,3.000,south
465,5.300,3.000,south
466,5.400,3.000,south
467,5.500,3.000,south
468,5.600,3.000,south
469,5.700,3.000,south
470,5.800,3.000,south
471,5.900,3.000,south
472,6.000,3.000,south
294,5.000,5.000,north
575,5.100,5.000,north
576,5.200,5.000,north
577,5.300,5.000,north
578,5.400,5.000,north
579,5.500,5.000,north
580,5.600,5.000,north
581,5.700,5.000,north
582,5.800,5.000,north
583,5.900,5.000,north
584,6.000,5.000,north
274,5.000,3.000,west
275,5.000,3.100,west
276,5.000,3.200,west
277,5.000,3.300,west
278,5.000,3.400,west
279,5.000,3.500,west
280,5.000,3.600,west
281,5.000,3.700,west
282,5.000,3.800,west
283,5.000,3.900,west
284,5.000,4.000,west
285,5.000,4.100,west
286,5.000,4.200,west
287,5.000,4.300,west
288,5.000,4.400,west
289,5.000,4.500,west
290,5.000,4.600,west
291,5.000,4.700,west
292,5.000,4.800,west
293,5.000,4.900,west
294,5.000,5.000,west
