index,x,y,sten
223,4.000,4.000,south
510,4.100,4.000,south
511,4.200,4.000,south
512,4.300,4.000,south
513,4.400,4.000,south
514,4.500,4.000,south
515,4.600,4.000,south
516,4.700,4.000,south
517,4.800,4.000,south
518,4.900,4.000,south
284,5.000,4.000,south
519,5.100,4.000,south
520,5.200,4.000,south
521,5.300,4.000,south
522,5.400,4.000,south
523,5.500,4.000,south
524,5.600,4.000,south
525,5.700,4.000,south
526,5.800,4.000,south
527,5.900,4.000,south
528,6.000,4.000,south
223,4.000,4.000,west
224,4.000,4.100,west
225,4.000,4.200,west
226,4.000,4.300,west
227,4.000,4.400,west
228,4.000,4.500,west
229,4.000,4.600,west
230,4.000,4.700,west
231,4.000,4.800,west
232,4.000,4.900,west
233,4.000,5.000,west
234,4.000,5.100,west
235,4.000,5.200,west
236,4.000,5.300,west
237,4.000,5.400,west
238,4.000,5.500,west
239,4.000,5.600,west
240,4.000,5.700,west
241,4.000,5.800,west
242,4.000,5.900,west
243,4.000,6.000,west
