index,x,y,sten
183,4.000,0.000,east
184,4.000,0.100,east
185,4.000,0.200,east
186,4.000,0.300,east
187,4.000,0.400,east
188,4.000,0.500,east
189,4.000,0.600,east
190,4.000,0.700,east
191,4.000,0.800,east
192,4.000,0.900,east
193,4.000,1.000,east
71,2.000,1.000,north
324,2.100,1.000,north
325,2.200,1.000,north
326,2.300,1.000,north
327,2.400,1.000,north
328,2.500,1.000,north
329,2.600,1.000,north
330,2.700,1.000,north
331,2.800,1.000,north
332,2.900,1.000,north
132,3.000,1.000,north
333,3.100,1.000,north
334,3.200,1.000,north
335,3.300,1.000,north
336,3.400,1.000,north
337,3.500,1.000,north
338,3.600,1.000,north
339,3.700,1.000,north
340,3.800,1.000,north
341,3.900,1.000,north
193,4.000,1.000,north
61,2.000,0.000,west
62,2.000,0.100,west
63,2.000,0.200,west
64,2.000,0.300,west
65,2.000,0.400,west
66,2.000,0.500,west
67,2.000,0.600,west
68,2.000,0.700,west
69,2.000,0.800,west
70,2.000,0.900,west
71,2.000,1.000,west
