B_i,B_j,B_ij
263,0,9.498424e-02
264,0,1.631630e-02
265,0,1.008851e+00
266,0,2.225022e-01
267,0,4.888671e-01
268,0,6.849861e-01
269,0,8.954377e-01
270,0,1.181532e+00
271,0,1.441843e+00
272,0,1.836345e+00
273,0,2.084255e+00
274,0,2.390221e+00
275,0,3.017546e+00
276,0,2.670385e+00
277,0,2.223170e+00
278,0,2.038470e+00
279,0,1.672823e+00
280,0,1.447204e+00
281,0,9.590266e-01
282,0,6.646397e-01
283,0,3.822638e-01
284,0,8.065518e-02
285,0,1.538411e-01
286,0,1.319559e-01
287,0,2.693180e-01
288,0,2.653233e-01
289,0,2.348200e-01
290,0,1.442208e-01
291,0,5.070970e-02
292,0,3.711863e-02
293,0,6.832442e-02
294,0,9.947468e-02
295,0,2.118362e-01
296,0,1.566077e-01
297,0,1.214620e-01
298,0,1.039493e-01
299,0,5.940266e-02
300,0,6.321399e-02
301,0,8.071311e-02
302,0,1.006826e-01
303,0,1.453950e-01
304,0,1.560365e-01
305,0,1.634149e-01
306,0,1.048966e-01
307,0,7.843139e-02
308,0,5.287135e-02
309,0,9.816309e-02
310,0,1.606620e-01
311,0,1.835182e-01
312,0,1.815932e-01
313,0,2.072055e-01
314,0,7.543730e-02
315,0,2.634885e-02
316,0,1.782336e-01
317,0,6.964602e-01
318,0,1.020378e+00
319,0,1.128050e+00
320,0,1.495171e+00
321,0,1.967824e+00
322,0,2.209468e+00
323,0,2.373342e+00
324,0,2.646266e+00
325,0,3.054238e+00
326,0,2.480202e+00
327,0,2.281499e+00
328,0,1.988584e+00
329,0,1.801356e+00
330,0,1.266129e+00
331,0,9.446681e-01
332,0,6.416390e-01
333,0,1.681317e-01
334,0,5.883110e-03
335,0,1.389824e-02
336,0,9.868006e-03
337,0,9.558295e-03
338,0,6.729508e-03
339,0,6.999611e-03
340,0,9.272586e-03
341,0,1.597317e-03
342,0,1.072736e-02
343,0,1.761982e-02
344,0,2.653758e-02
345,0,3.210342e-02
346,0,3.735652e-02
347,0,3.926229e-02
348,0,2.959764e-02
349,0,1.718016e-02
350,0,5.841434e-02
351,0,8.687006e-02
352,0,1.086439e-01
353,0,1.323680e-01
354,0,1.092184e-01
355,0,9.395418e-02
356,0,7.649607e-02
357,0,3.825508e-02
358,0,2.384817e-02
359,0,4.449483e-02
360,0,6.114429e-02
361,0,6.427657e-02
362,0,7.085278e-02
363,0,6.046025e-02
364,0,5.154050e-02
365,0,2.622114e-02
366,0,2.556307e-01
367,0,6.053153e-01
368,0,8.264392e-01
369,0,1.236842e+00
370,0,1.671915e+00
371,0,2.058983e+00
372,0,2.325695e+00
373,0,2.665995e+00
374,0,3.040097e+00
375,0,2.825201e+00
376,0,2.506174e+00
377,0,2.129188e+00
378,0,1.691914e+00
379,0,1.376360e+00
380,0,1.096832e+00
381,0,6.894700e-01
382,0,4.986705e-01
383,0,2.051107e-01
384,0,4.037808e-03
385,0,6.917477e-03
386,0,8.868111e-03
387,0,8.500880e-03
388,0,3.904926e-03
389,0,2.059632e-03
390,0,-7.109005e-04
391,0,-2.606061e-04
392,0,-3.532032e-02
393,0,-5.677491e-02
394,0,-8.028678e-02
395,0,-9.647871e-02
396,0,-1.019028e-01
397,0,-9.325187e-02
398,0,-7.165212e-02
399,0,-4.134514e-02
400,0,2.206046e-02
401,0,4.332992e-02
402,0,5.882624e-02
403,0,6.720411e-02
404,0,6.612445e-02
405,0,5.826004e-02
406,0,4.867226e-02
407,0,2.120216e-02
408,0,2.089657e-02
409,0,4.378472e-02
410,0,5.930012e-02
411,0,7.531218e-02
412,0,7.231272e-02
413,0,6.216329e-02
414,0,5.189539e-02
415,0,2.839786e-02
416,0,2.870498e-01
417,0,5.948000e-01
418,0,7.826546e-01
419,0,1.265728e+00
420,0,1.651692e+00
421,0,2.084841e+00
422,0,2.444013e+00
423,0,2.941975e+00
424,0,3.161024e+00
425,0,2.748816e+00
426,0,2.309891e+00
427,0,1.903009e+00
428,0,1.651051e+00
429,0,1.458051e+00
430,0,1.052658e+00
431,0,7.723972e-01
432,0,4.377177e-01
433,0,2.151166e-01
434,0,1.132321e-02
435,0,1.873097e-02
436,0,2.478865e-02
437,0,2.580075e-02
438,0,2.682215e-02
439,0,2.733473e-02
440,0,1.731823e-02
441,0,1.219386e-02
442,0,-2.594858e-03
443,0,-8.545269e-03
444,0,-1.054466e-02
445,0,-1.890145e-02
446,0,-2.060247e-02
447,0,-2.261947e-02
448,0,-1.610906e-02
449,0,-9.286326e-03
450,0,1.603333e-02
451,0,3.042116e-02
452,0,4.662680e-02
453,0,5.822454e-02
454,0,6.713115e-02
455,0,6.725333e-02
456,0,4.720801e-02
457,0,2.893799e-02
458,0,3.853815e-02
459,0,5.977503e-02
460,0,6.990848e-02
461,0,8.695304e-02
462,0,7.764589e-02
463,0,6.921943e-02
464,0,6.216197e-02
465,0,2.934023e-02
466,0,2.907291e-01
467,0,5.345566e-01
468,0,7.688070e-01
469,0,1.007510e+00
470,0,1.353757e+00
471,0,1.609362e+00
472,0,2.126308e+00
473,0,2.356975e+00
474,0,2.734675e+00
475,0,2.759873e+00
476,0,2.504149e+00
477,0,2.055557e+00
478,0,1.814800e+00
479,0,1.337450e+00
480,0,1.108088e+00
481,0,7.559089e-01
482,0,5.811259e-01
483,0,3.064612e-01
484,0,1.259643e-02
485,0,6.419671e-03
486,0,8.865454e-02
487,0,1.841082e-01
488,0,4.643500e-02
489,0,5.788772e-02
490,0,1.179737e-01
491,0,2.912093e-03
492,0,1.015052e-01
493,0,2.171917e-02
494,0,7.317456e-02
495,0,1.855296e-01
496,0,1.931085e-01
497,0,2.682755e-01
498,0,1.035838e-01
499,0,1.148123e-01
500,0,7.493538e-02
501,0,1.925260e-01
502,0,1.812736e-01
503,0,2.343732e-01
504,0,1.701689e-01
505,0,2.873573e-01
506,0,1.411366e-01
507,0,1.165755e-01
508,0,2.970979e-02
509,0,-4.323885e-03
510,0,1.031192e-01
511,0,9.762735e-02
512,0,1.740747e-02
513,0,-1.826315e-02
514,0,7.879816e-03
515,0,1.237821e-02
516,0,2.409697e-01
517,0,4.989283e-01
518,0,7.390433e-01
519,0,1.058595e+00
520,0,1.407284e+00
521,0,1.358817e+00
522,0,1.841318e+00
523,0,2.094695e+00
524,0,2.388593e+00
