index,x,y,sten
473,0.000,4.000,south
474,0.100,4.000,south
475,0.200,4.000,south
476,0.300,4.000,south
477,0.400,4.000,south
478,0.500,4.000,south
479,0.600,4.000,south
480,0.700,4.000,south
481,0.800,4.000,south
482,0.900,4.000,south
40,1.000,4.000,south
40,1.000,4.000,east
41,1.000,4.100,east
42,1.000,4.200,east
43,1.000,4.300,east
44,1.000,4.400,east
45,1.000,4.500,east
46,1.000,4.600,east
47,1.000,4.700,east
48,1.000,4.800,east
49,1.000,4.900,east
50,1.000,5.000,east
51,1.000,5.100,east
52,1.000,5.200,east
53,1.000,5.300,east
54,1.000,5.400,east
55,1.000,5.500,east
56,1.000,5.600,east
57,1.000,5.700,east
58,1.000,5.800,east
59,1.000,5.900,east
60,1.000,6.000,east
