index,x,y,sten
233,4.000,5.000,south
566,4.100,5.000,south
567,4.200,5.000,south
568,4.300,5.000,south
569,4.400,5.000,south
570,4.500,5.000,south
571,4.600,5.000,south
572,4.700,5.000,south
573,4.800,5.000,south
574,4.900,5.000,south
294,5.000,5.000,south
575,5.100,5.000,south
576,5.200,5.000,south
577,5.300,5.000,south
578,5.400,5.000,south
579,5.500,5.000,south
580,5.600,5.000,south
581,5.700,5.000,south
582,5.800,5.000,south
583,5.900,5.000,south
584,6.000,5.000,south
233,4.000,5.000,west
234,4.000,5.100,west
235,4.000,5.200,west
236,4.000,5.300,west
237,4.000,5.400,west
238,4.000,5.500,west
239,4.000,5.600,west
240,4.000,5.700,west
241,4.000,5.800,west
242,4.000,5.900,west
243,4.000,6.000,west
