index,x,y,sten
61,2.000,0.000,east
62,2.000,0.100,east
63,2.000,0.200,east
64,2.000,0.300,east
65,2.000,0.400,east
66,2.000,0.500,east
67,2.000,0.600,east
68,2.000,0.700,east
69,2.000,0.800,east
70,2.000,0.900,east
71,2.000,1.000,east
305,0.000,1.000,north
306,0.100,1.000,north
307,0.200,1.000,north
308,0.300,1.000,north
309,0.400,1.000,north
310,0.500,1.000,north
311,0.600,1.000,north
312,0.700,1.000,north
313,0.800,1.000,north
314,0.900,1.000,north
10,1.000,1.000,north
315,1.100,1.000,north
316,1.200,1.000,north
317,1.300,1.000,north
318,1.400,1.000,north
319,1.500,1.000,north
320,1.600,1.000,north
321,1.700,1.000,north
322,1.800,1.000,north
323,1.900,1.000,north
71,2.000,1.000,north
