index,x,y,sten
122,3.000,2.000,south
279,3.100,2.000,south
280,3.200,2.000,south
281,3.300,2.000,south
282,3.400,2.000,south
283,3.500,2.000,south
284,3.600,2.000,south
285,3.700,2.000,south
286,3.800,2.000,south
287,3.900,2.000,south
173,4.000,2.000,south
288,4.100,2.000,south
289,4.200,2.000,south
290,4.300,2.000,south
291,4.400,2.000,south
292,4.500,2.000,south
293,4.600,2.000,south
294,4.700,2.000,south
295,4.800,2.000,south
296,4.900,2.000,south
297,5.000,2.000,south
142,3.000,4.000,north
373,3.100,4.000,north
374,3.200,4.000,north
375,3.300,4.000,north
376,3.400,4.000,north
377,3.500,4.000,north
378,3.600,4.000,north
379,3.700,4.000,north
380,3.800,4.000,north
381,3.900,4.000,north
193,4.000,4.000,north
382,4.100,4.000,north
383,4.200,4.000,north
384,4.300,4.000,north
385,4.400,4.000,north
386,4.500,4.000,north
387,4.600,4.000,north
388,4.700,4.000,north
389,4.800,4.000,north
390,4.900,4.000,north
391,5.000,4.000,north
122,3.000,2.000,west
123,3.000,2.100,west
124,3.000,2.200,west
125,3.000,2.300,west
126,3.000,2.400,west
127,3.000,2.500,west
128,3.000,2.600,west
129,3.000,2.700,west
130,3.000,2.800,west
131,3.000,2.900,west
132,3.000,3.000,west
133,3.000,3.100,west
134,3.000,3.200,west
135,3.000,3.300,west
136,3.000,3.400,west
137,3.000,3.500,west
138,3.000,3.600,west
139,3.000,3.700,west
140,3.000,3.800,west
141,3.000,3.900,west
142,3.000,4.000,west
