index,x,y
81,2.000000,2.999999
82,2.000000,3.100000
83,2.000000,3.200000
84,2.000000,3.300000
85,2.000000,3.400000
86,2.000000,3.500000
87,2.000000,3.599999
88,2.000000,3.699999
89,2.000000,3.799999
90,2.000000,3.899999
91,2.000000,3.999999
91,2.000000,3.999999
92,2.000000,4.100000
93,2.000000,4.200000
94,2.000000,4.300000
95,2.000000,4.400000
96,2.000000,4.500000
97,2.000000,4.599999
98,2.000000,4.699999
99,2.000000,4.799999
100,2.000000,4.899999
101,2.000000,4.999999
40,1.000000,3.999999
355,1.100000,4.000000
356,1.200000,4.000000
357,1.300000,4.000000
358,1.400000,4.000000
359,1.500000,4.000000
360,1.600000,4.000000
361,1.700000,4.000000
362,1.800000,4.000000
363,1.900000,4.000000
91,2.000000,3.999999
91,2.000000,3.999999
364,2.100000,4.000000
365,2.200000,4.000000
366,2.300000,4.000000
367,2.400000,4.000000
368,2.500000,4.000000
369,2.599999,4.000000
370,2.699999,4.000000
371,2.799999,4.000000
372,2.899999,4.000000
142,3.000000,3.999999
