Knot_index,x,y,sol_analytic,sol_PDDS_GM,sol_PDDS_EM,err,rerr,sbias
506,7.777778e+00,2.000000e+01,3.024232e+00,2.979721e+00,2.968422e+00,-4.451145e-02,1.471826e-02,1.129865e-02
507,8.888889e+00,2.000000e+01,2.988470e+00,2.964145e+00,2.940058e+00,-2.432573e-02,8.139861e-03,2.408651e-02
508,1.111111e+01,2.000000e+01,2.902516e+00,2.880601e+00,2.856093e+00,-2.191484e-02,7.550291e-03,2.450859e-02
509,1.222222e+01,2.000000e+01,2.855029e+00,2.829675e+00,2.805857e+00,-2.535352e-02,8.880303e-03,2.381770e-02
510,1.333333e+01,2.000000e+01,2.806809e+00,2.785428e+00,2.764047e+00,-2.138050e-02,7.617369e-03,2.138100e-02
511,1.444444e+01,2.000000e+01,2.759563e+00,2.735182e+00,2.712420e+00,-2.438138e-02,8.835231e-03,2.276135e-02
512,1.555556e+01,2.000000e+01,2.714673e+00,2.699771e+00,2.673812e+00,-1.490168e-02,5.489308e-03,2.595895e-02
513,1.666667e+01,2.000000e+01,2.673027e+00,2.653721e+00,2.628691e+00,-1.930586e-02,7.222471e-03,2.503009e-02
514,1.777778e+01,2.000000e+01,2.634997e+00,2.619947e+00,2.594685e+00,-1.505032e-02,5.711702e-03,2.526155e-02
515,1.888889e+01,2.000000e+01,2.600540e+00,2.587129e+00,2.562064e+00,-1.341055e-02,5.156835e-03,2.506509e-02
516,2.111111e+01,2.000000e+01,2.541039e+00,2.531178e+00,2.511249e+00,-9.861028e-03,3.880708e-03,1.992872e-02
517,2.222222e+01,2.000000e+01,2.515197e+00,2.509584e+00,2.494018e+00,-5.613188e-03,2.231709e-03,1.556602e-02
518,2.333333e+01,2.000000e+01,2.491509e+00,2.483283e+00,2.469569e+00,-8.225413e-03,3.301379e-03,1.371388e-02
519,2.444444e+01,2.000000e+01,2.469749e+00,2.466142e+00,2.455205e+00,-3.606714e-03,1.460356e-03,1.093739e-02
520,2.555556e+01,2.000000e+01,2.449796e+00,2.445075e+00,2.437432e+00,-4.720903e-03,1.927060e-03,7.642917e-03
521,2.666667e+01,2.000000e+01,2.431621e+00,2.428657e+00,2.424020e+00,-2.963359e-03,1.218676e-03,4.636947e-03
522,2.777778e+01,2.000000e+01,2.415272e+00,2.411120e+00,2.404687e+00,-4.152344e-03,1.719203e-03,6.433339e-03
523,2.888889e+01,2.000000e+01,2.400870e+00,2.398779e+00,2.395688e+00,-2.090538e-03,8.707419e-04,3.090902e-03
524,3.000000e+01,2.000000e+01,2.388593e+00,2.388593e+00,2.388593e+00,0.000000e+00,0.000000e+00,0.000000e+00
